"No.","Time","Source","Destination","Protocol","Length","Info"
"2002","414.716342670","94.130.237.200","100.94.78.223","TCP","66","[TCP Keep-Alive ACK] 443  >  57574 [ACK] Seq=19293 Ack=2313 Win=64128 Len=0 TSval=2727047993 TSecr=1610570258"
"2003","431.596935658","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"2004","431.597125628","100.94.78.223","94.130.237.200","TLSv1.3","105","Application Data"
"2005","431.702631582","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1438249 Ack=17872 Win=64128 Len=0 TSval=2727064979 TSecr=1610725056"
"2006","431.702668405","94.130.237.200","100.94.78.223","TLSv1.3","105","Application Data"
"2007","431.702685227","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1438288 Win=331136 Len=0 TSval=1610725162 TSecr=2727064979"
"2008","431.717054059","94.130.237.200","100.94.78.223","TLSv1.3","1163","Application Data"
"2009","431.717148467","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1439385 Win=330112 Len=0 TSval=1610725176 TSecr=2727064993"
"2010","431.717191904","94.130.237.200","100.94.78.223","TLSv1.3","338","Application Data"
"2011","431.717195212","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1439657 Win=329856 Len=0 TSval=1610725176 TSecr=2727064994"
"2012","431.717346352","94.130.237.200","100.94.78.223","TLSv1.3","335","Application Data"
"2013","431.717351651","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1439926 Win=329600 Len=0 TSval=1610725176 TSecr=2727064994"
"2014","431.717434576","94.130.237.200","100.94.78.223","TLSv1.3","172","Application Data"
"2015","431.717438508","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1440032 Win=329600 Len=0 TSval=1610725176 TSecr=2727064994"
"2016","431.717511512","94.130.237.200","100.94.78.223","TLSv1.3","133","Application Data"
"2017","431.717515702","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1440099 Win=329600 Len=0 TSval=1610725177 TSecr=2727064994"
"2018","431.717840148","94.130.237.200","100.94.78.223","TLSv1.3","135","Application Data"
"2019","431.717840181","94.130.237.200","100.94.78.223","TLSv1.3","123","Application Data"
"2020","431.717843840","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1440168 Win=329600 Len=0 TSval=1610725177 TSecr=2727064994"
"2021","431.717845760","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1440225 Win=329600 Len=0 TSval=1610725177 TSecr=2727064994"
"2022","431.717919535","94.130.237.200","100.94.78.223","TLSv1.3","234","Application Data"
"2023","431.717921993","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1440393 Win=329472 Len=0 TSval=1610725177 TSecr=2727064994"
"2024","431.718146248","94.130.237.200","100.94.78.223","TLSv1.3","360","Application Data"
"2025","431.718149599","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17872 Ack=1440687 Win=329856 Len=0 TSval=1610725177 TSecr=2727064995"
"2026","431.719471824","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"2027","431.807838418","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2028","431.807900572","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17907 Ack=1443583 Win=331136 Len=0 TSval=1610725267 TSecr=2727065084"
"2029","431.822396451","94.130.237.200","100.94.78.223","TLSv1.3","5601","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2030","431.822667039","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17907 Ack=1449118 Win=331136 Len=0 TSval=1610725282 TSecr=2727065099"
"2031","431.868570245","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1449118 Ack=17907 Win=64128 Len=0 TSval=2727065145 TSecr=1610725178"
"2032","438.326164871","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"2033","438.431323406","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1449118 Ack=17993 Win=64128 Len=0 TSval=2727071708 TSecr=1610731785"
"2034","438.447161525","94.130.237.200","100.94.78.223","TLSv1.3","1174","Application Data"
"2035","438.447226186","94.130.237.200","100.94.78.223","TLSv1.3","331","Application Data"
"2036","438.447297643","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17993 Ack=1450491 Win=331136 Len=0 TSval=1610731906 TSecr=2727071723"
"2037","438.447371537","94.130.237.200","100.94.78.223","TLSv1.3","343","Application Data"
"2038","438.447371566","94.130.237.200","100.94.78.223","TLSv1.3","174","Application Data"
"2039","438.447509984","94.130.237.200","100.94.78.223","TLSv1.3","139","Application Data"
"2040","438.447759589","94.130.237.200","100.94.78.223","TLSv1.3","135","Application Data"
"2041","438.447759620","94.130.237.200","100.94.78.223","TLSv1.3","123","Application Data"
"2042","438.447829714","94.130.237.200","100.94.78.223","TLSv1.3","232","Application Data"
"2043","438.447967858","94.130.237.200","100.94.78.223","TLSv1.3","361","Application Data"
"2044","438.447967882","94.130.237.200","100.94.78.223","TLSv1.3","252","Application Data"
"2045","438.448733580","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=17993 Ack=1451722 Win=331136 Len=0 TSval=1610731908 TSecr=2727071724"
"2046","438.450242670","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"2047","438.552492623","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2048","438.552538596","94.130.237.200","100.94.78.223","TCP","1514","[TCP Previous segment not captured] 443  >  46500 [ACK] Seq=1456066 Ack=17993 Win=64128 Len=1448 TSval=2727071829 TSecr=1610731906 [TCP segment of a reassembled PDU], Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2049","438.552556958","100.94.78.223","94.130.237.200","TCP","78","46500  >  443 [ACK] Seq=18028 Ack=1454618 Win=328320 Len=0 TSval=1610732012 TSecr=2727071829 SLE=1456066 SRE=1457514"
"2050","438.553974638","94.130.237.200","100.94.78.223","TLSv1.3","5858","Continuation Data"
"2051","438.553991806","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 2049#1] 46500  >  443 [ACK] Seq=18028 Ack=1454618 Win=328320 Len=0 TSval=1610732013 TSecr=2727071829 SLE=1456066 SRE=1463306"
"2052","438.554099213","94.130.237.200","100.94.78.223","TLSv1.3","1514","Continuation Data"
"2053","438.554103543","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 2049#2] 46500  >  443 [ACK] Seq=18028 Ack=1454618 Win=328320 Len=0 TSval=1610732013 TSecr=2727071829 SLE=1456066 SRE=1464754"
"2054","438.554191753","94.130.237.200","100.94.78.223","TLSv1.3","1514","Continuation Data"
"2055","438.554308994","94.130.237.200","100.94.78.223","TLSv1.3","2962","Continuation Data"
"2056","438.554388886","94.130.237.200","100.94.78.223","TLSv1.3","2044","Continuation Data"
"2057","438.555324521","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 2049#3] 46500  >  443 [ACK] Seq=18028 Ack=1454618 Win=328320 Len=0 TSval=1610732013 TSecr=2727071829 SLE=1456066 SRE=1471076"
"2058","438.571914169","94.130.237.200","100.94.78.223","TLSv1.3","181","Application Data"
"2059","438.572012078","94.130.237.200","100.94.78.223","TLSv1.3","372","Application Data"
"2060","438.572152383","94.130.237.200","100.94.78.223","TLSv1.3","126","Application Data"
"2061","438.572277583","94.130.237.200","100.94.78.223","TLSv1.3","407","Application Data"
"2062","438.573050057","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 2049#4] 46500  >  443 [ACK] Seq=18028 Ack=1454618 Win=328320 Len=0 TSval=1610732031 TSecr=2727071829 SLE=1456066 SRE=1471898"
"2063","438.657997769","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2064","438.659178435","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 2049#5] 46500  >  443 [ACK] Seq=18028 Ack=1454618 Win=328320 Len=0 TSval=1610732117 TSecr=2727071829 SLE=1456066 SRE=1474794"
"2065","438.659226444","94.130.237.200","100.94.78.223","TLSv1.3","1514","[TCP Fast Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2066","438.659237614","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18028 Ack=1474794 Win=312448 Len=0 TSval=1610732118 TSecr=2727071935"
"2067","438.660592677","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2068","438.660597000","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18028 Ack=1477690 Win=327936 Len=0 TSval=1610732120 TSecr=2727071937"
"2069","438.660693799","94.130.237.200","100.94.78.223","TLSv1.3","289","Application Data, Application Data, Application Data, Application Data"
"2070","438.703756512","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18028 Ack=1477913 Win=331136 Len=0 TSval=1610732163 TSecr=2727071937"
"2071","443.866151504","100.94.78.223","94.130.237.200","TLSv1.3","172","Application Data"
"2072","444.012531068","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1477913 Ack=18134 Win=64128 Len=0 TSval=2727077289 TSecr=1610737325"
"2073","444.018052545","94.130.237.200","100.94.78.223","TLSv1.3","1155","Application Data"
"2074","444.018066430","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18134 Ack=1479002 Win=330112 Len=0 TSval=1610737477 TSecr=2727077294"
"2075","444.018084596","94.130.237.200","100.94.78.223","TLSv1.3","335","Application Data"
"2076","444.018086623","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18134 Ack=1479271 Win=329856 Len=0 TSval=1610737477 TSecr=2727077294"
"2077","444.018168507","94.130.237.200","100.94.78.223","TLSv1.3","339","Application Data"
"2078","444.018171035","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18134 Ack=1479544 Win=329856 Len=0 TSval=1610737477 TSecr=2727077294"
"2079","444.018257739","94.130.237.200","100.94.78.223","TLSv1.3","169","Application Data"
"2080","444.018259891","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18134 Ack=1479647 Win=329856 Len=0 TSval=1610737477 TSecr=2727077294"
"2081","444.018353240","94.130.237.200","100.94.78.223","TLSv1.3","144","Application Data"
"2082","444.018355381","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18134 Ack=1479725 Win=329856 Len=0 TSval=1610737477 TSecr=2727077294"
"2083","444.020045532","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"2084","444.020587348","94.130.237.200","100.94.78.223","TLSv1.3","135","Application Data"
"2085","444.020660319","94.130.237.200","100.94.78.223","TLSv1.3","312","Application Data, Application Data"
"2086","444.020688745","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18169 Ack=1480040 Win=331136 Len=0 TSval=1610737480 TSecr=2727077297"
"2087","444.020780221","94.130.237.200","100.94.78.223","TLSv1.3","362","Application Data"
"2088","444.020915916","94.130.237.200","100.94.78.223","TLSv1.3","297","Application Data, Application Data"
"2089","444.020927073","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18169 Ack=1480567 Win=331136 Len=0 TSval=1610737480 TSecr=2727077297"
"2090","444.021121194","94.130.237.200","100.94.78.223","TLSv1.3","347","Application Data"
"2091","444.063736507","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18169 Ack=1480848 Win=331136 Len=0 TSval=1610737523 TSecr=2727077297"
"2092","444.123275307","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2093","444.123290608","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18169 Ack=1482296 Win=329728 Len=0 TSval=1610737582 TSecr=2727077399"
"2094","444.123354905","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2095","444.123361848","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18169 Ack=1486640 Win=325760 Len=0 TSval=1610737582 TSecr=2727077399"
"2096","444.123704635","94.130.237.200","100.94.78.223","TLSv1.3","4532","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2097","444.123720664","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18169 Ack=1491106 Win=326144 Len=0 TSval=1610737583 TSecr=2727077400"
"2098","444.125112120","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1491106 Ack=18169 Win=64128 Len=0 TSval=2727077401 TSecr=1610737479"
"2099","452.124827145","100.94.78.223","94.130.237.200","TLSv1.3","163","Application Data"
"2100","452.229989133","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1491106 Ack=18266 Win=64128 Len=0 TSval=2727085506 TSecr=1610745584"
"2101","452.242624422","94.130.237.200","100.94.78.223","TLSv1.3","1153","Application Data"
"2102","452.242650822","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1492193 Win=330112 Len=0 TSval=1610745702 TSecr=2727085518"
"2103","452.242761282","94.130.237.200","100.94.78.223","TLSv1.3","339","Application Data"
"2104","452.242793691","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1492466 Win=329856 Len=0 TSval=1610745702 TSecr=2727085518"
"2105","452.242884605","94.130.237.200","100.94.78.223","TLSv1.3","318","Application Data"
"2106","452.242884663","94.130.237.200","100.94.78.223","TLSv1.3","169","Application Data"
"2107","452.242889512","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1492718 Win=329728 Len=0 TSval=1610745702 TSecr=2727085519"
"2108","452.242891714","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1492821 Win=329728 Len=0 TSval=1610745702 TSecr=2727085519"
"2109","452.242993467","94.130.237.200","100.94.78.223","TLSv1.3","147","Application Data"
"2110","452.243000221","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1492902 Win=329728 Len=0 TSval=1610745702 TSecr=2727085519"
"2111","452.243154997","94.130.237.200","100.94.78.223","TLSv1.3","116","Application Data"
"2112","452.243155033","94.130.237.200","100.94.78.223","TLSv1.3","121","Application Data"
"2113","452.243159654","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1492952 Win=329728 Len=0 TSval=1610745702 TSecr=2727085519"
"2114","452.243161718","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1493007 Win=329728 Len=0 TSval=1610745702 TSecr=2727085519"
"2115","452.243234649","94.130.237.200","100.94.78.223","TLSv1.3","233","Application Data"
"2116","452.243237465","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1493174 Win=329600 Len=0 TSval=1610745702 TSecr=2727085519"
"2117","452.243359968","94.130.237.200","100.94.78.223","TLSv1.3","359","Application Data"
"2118","452.243363673","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1493467 Win=329856 Len=0 TSval=1610745702 TSecr=2727085519"
"2119","452.243439201","94.130.237.200","100.94.78.223","TLSv1.3","252","Application Data"
"2120","452.243442484","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18266 Ack=1493653 Win=330240 Len=0 TSval=1610745702 TSecr=2727085519"
"2121","452.245043415","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"2122","452.347862338","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2123","452.347975356","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1496549 Win=331136 Len=0 TSval=1610745807 TSecr=2727085623"
"2124","452.347984513","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2125","452.348030502","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1499445 Win=331136 Len=0 TSval=1610745807 TSecr=2727085624"
"2126","452.348187865","94.130.237.200","100.94.78.223","TLSv1.3","1825","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2127","452.348284609","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1501204 Win=331136 Len=0 TSval=1610745807 TSecr=2727085624"
"2128","452.392517684","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1501204 Ack=18301 Win=64128 Len=0 TSval=2727085668 TSecr=1610745704"
"2129","452.401530135","94.130.237.200","100.94.78.223","TLSv1.3","245","Application Data"
"2130","452.401622668","94.130.237.200","100.94.78.223","TLSv1.3","315","Application Data"
"2131","452.401634079","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1501632 Win=331136 Len=0 TSval=1610745861 TSecr=2727085677"
"2132","452.401858336","94.130.237.200","100.94.78.223","TLSv1.3","500","Application Data"
"2133","452.402046486","94.130.237.200","100.94.78.223","TLSv1.3","323","Application Data"
"2134","452.402051912","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1502323 Win=331136 Len=0 TSval=1610745861 TSecr=2727085678"
"2135","452.402125770","94.130.237.200","100.94.78.223","TLSv1.3","202","Application Data"
"2136","452.402288495","94.130.237.200","100.94.78.223","TLSv1.3","343","Application Data"
"2137","452.402293417","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1502736 Win=331136 Len=0 TSval=1610745861 TSecr=2727085678"
"2138","452.402489079","94.130.237.200","100.94.78.223","TLSv1.3","404","Application Data"
"2139","452.402589039","94.130.237.200","100.94.78.223","TLSv1.3","330","Application Data"
"2140","452.402624834","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1503338 Win=331136 Len=0 TSval=1610745862 TSecr=2727085678"
"2141","452.453202074","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2142","452.453273733","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2143","452.453379139","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1509130 Win=331136 Len=0 TSval=1610745912 TSecr=2727085729"
"2144","452.453515395","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2145","452.453632827","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1512026 Win=331136 Len=0 TSval=1610745913 TSecr=2727085729"
"2146","452.506765102","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2147","452.507200762","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2148","452.507339371","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1517818 Win=331136 Len=0 TSval=1610745966 TSecr=2727085782"
"2149","452.507564495","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2150","452.507814210","94.130.237.200","100.94.78.223","TLSv1.3","2341","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"2151","452.508185457","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18301 Ack=1522989 Win=331136 Len=0 TSval=1610745967 TSecr=2727085783"
"2152","456.697404561","94.130.237.200","100.94.78.223","TLSv1.3","105","Application Data"
"2153","456.697479898","94.130.237.200","100.94.78.223","TLSv1.3","90","Application Data"
"2154","456.697479916","94.130.237.200","100.94.78.223","TCP","66","443  >  57574 [FIN, ACK] Seq=19356 Ack=2313 Win=64128 Len=0 TSval=2727089973 TSecr=1610570258"
"2155","456.698423798","100.94.78.223","94.130.237.200","TCP","66","57574  >  443 [ACK] Seq=2313 Ack=19357 Win=31872 Len=0 TSval=1610750157 TSecr=2727089973"
"2156","456.701992120","100.94.78.223","94.130.237.200","TCP","66","57574  >  443 [FIN, ACK] Seq=2313 Ack=19357 Win=31872 Len=0 TSval=1610750161 TSecr=2727089973"
"2157","456.804586076","94.130.237.200","100.94.78.223","TCP","66","443  >  57574 [ACK] Seq=19357 Ack=2314 Win=64128 Len=0 TSval=2727090080 TSecr=1610750161"
"2158","470.026367584","100.94.78.223","94.130.237.200","TLSv1.3","190","Application Data"
"2159","470.026404476","100.94.78.223","94.130.237.200","TLSv1.3","105","Application Data"
"2160","470.131676984","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1522989 Ack=18425 Win=64128 Len=0 TSval=2727103407 TSecr=1610763485"
"2161","470.131677171","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1522989 Ack=18464 Win=64128 Len=0 TSval=2727103407 TSecr=1610763485"
"2162","470.132008074","94.130.237.200","100.94.78.223","TLSv1.3","105","Application Data"
"2163","470.173744694","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1523028 Win=331136 Len=0 TSval=1610763633 TSecr=2727103407"
"2164","470.368192082","94.130.237.200","100.94.78.223","TLSv1.3","1160","Application Data"
"2165","470.368192100","94.130.237.200","100.94.78.223","TLSv1.3","346","Application Data"
"2166","470.368211248","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1524122 Win=330112 Len=0 TSval=1610763827 TSecr=2727103643"
"2167","470.368214162","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1524402 Win=329856 Len=0 TSval=1610763827 TSecr=2727103643"
"2168","470.368277639","94.130.237.200","100.94.78.223","TLSv1.3","354","Application Data"
"2169","470.368279711","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1524690 Win=329856 Len=0 TSval=1610763827 TSecr=2727103643"
"2170","470.368372462","94.130.237.200","100.94.78.223","TLSv1.3","380","Application Data, Application Data, Application Data, Application Data"
"2171","470.368374092","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1525004 Win=329600 Len=0 TSval=1610763827 TSecr=2727103643"
"2172","470.368476187","94.130.237.200","100.94.78.223","TLSv1.3","523","Application Data, Application Data"
"2173","470.368476209","94.130.237.200","100.94.78.223","TLSv1.3","289","Application Data, Application Data"
"2174","470.368476230","94.130.237.200","100.94.78.223","TLSv1.3","350","Application Data"
"2175","470.368479306","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1525461 Win=329216 Len=0 TSval=1610763828 TSecr=2727103643"
"2176","470.368480614","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1525684 Win=329088 Len=0 TSval=1610763828 TSecr=2727103643"
"2177","470.368481738","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1525968 Win=328832 Len=0 TSval=1610763828 TSecr=2727103644"
"2178","470.368561702","94.130.237.200","100.94.78.223","TLSv1.3","261","Application Data, Application Data"
"2179","470.368565402","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1526163 Win=328704 Len=0 TSval=1610763828 TSecr=2727103644"
"2180","470.368632029","94.130.237.200","100.94.78.223","TLSv1.3","278","Application Data, Application Data, Application Data"
"2181","470.368632044","94.130.237.200","100.94.78.223","TLSv1.3","116","Application Data"
"2182","470.368634326","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1526375 Win=328576 Len=0 TSval=1610763828 TSecr=2727103644"
"2183","470.368635868","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=18464 Ack=1526425 Win=328576 Len=0 TSval=1610763828 TSecr=2727103644"
